Column1,year,id,regionName,Gdp0101,Gdp0102,Gdp0103,Gdp0106,Gdp0113,Gdp0114,Gdp0115,Gdp0116,Ftec0101,Ftec0102,Ftec0103,Ifa0101,Ifa0102,Ifa0104,Pop01,Pop04,Pop05,Pop30,Tpt0101,Tpt0103,Tpt0104,ccnl1s,egdp1s,hdmsp1s,hviirs1s,vl1s,panda1s,ccnl1m,egdp1m,hdmsp1m,hviirs1m,panda1m,vl1m,e1s,e1m,viirs1s,viirs1m
457,2006,640000,宁夏回族自治区,725.9,79.54,349.83,281.39,11.2,49.2,39.6,11847,143713.0,94262.0,49450.0,498.7452,438.733,60.0122,604.0,344.28,259.72,370.0,789.5,19903.0,18102.0,124055.1126,66078.92858,188442.4275,,53412.39141,18220298.81,1.897078749,1.270008267,11.36833052,,239.7762578,0.204194278,20071422380.182064,385800.3269251603,,
458,2006,140000,山西省,4878.61,276.77,2748.33,1727.44,5.8,57.8,36.4,14123,662710.0,413963.0,248747.0,2255.7351,2055.6854,200.0497,3375.0,1923.4125,1451.5875,1949.0,3110.4,112930.0,96485.0,742158.4133,331012.393,1200599.016,,225880.9465,126174984.1,3.744089132,2.10767548,11.78314637,,547.7761132,0.28488298,105357561712.27618,671233.3241282027,,
459,2006,370000,山东省,21900.19,2138.9,12751.2,7187.26,9.7,57.7,32.6,23794,9521381.0,5859834.0,3661548.0,11111.422,8715.5,2395.922,9309.0,5017.551,4291.449,4630.0,3329.2,204910.0,199075.0,1692510.813,647902.2361,2545432.039,,619052.0046,169620866.5,8.615811614,4.188691721,12.36203348,,743.0543913,0.787818703,203718696746.5388,1317079.7234118278,,
460,2006,330000,浙江省,15718.47,925.1,8509.57,6307.85,5.9,54.0,40.1,31874,13914161.0,10089056.0,3825105.0,7590.2212,5429.2766,2160.9446,4980.0,2166.3,2813.7,3631.0,1278.5,95310.0,85851.0,852410.4881,436685.2078,1292432.973,,227552.8918,-20581231.09,6.91470026,4.317662725,16.24468706,,-143.6715882,0.4614389,134861372803.188,1334294.4980806736,,
461,2006,530000,云南省,3988.14,749.81,1712.6,1544.31,18.7,42.8,38.5,8970,622484.0,339149.0,283334.0,2208.6025,2001.8477,206.7548,4483.0,3115.685,1367.315,1184.0,2309.8,198496.0,99834.0,380193.284,245404.731,595892.5137,,109693.3585,44906575.89,0.895195605,0.637718275,8.879562692,,90.99175189,0.064569803,76679425778.4443,199337.06704977964,,
462,2006,130000,河北省,11467.6,1606.48,6115.01,3938.94,13.8,52.4,33.8,16962,1853088.0,1283400.0,569688.0,5470.2356,4403.2251,1067.0105,6898.0,4246.4088,2651.5912,2340.0,4818.2,143778.0,127354.0,1104776.508,438865.6679,1748320.894,,287866.0905,145386742.4,4.511358899,2.338744628,11.41585605,,510.9027371,0.293871659,137315745566.31702,731838.1840942716,,
463,2006,220000,吉林省,4275.12,672.76,1915.29,1687.07,15.7,44.8,39.5,15720,791404.0,299665.0,491739.0,2594.3415,2366.0614,228.2801,2723.0,1280.6269,1442.3731,1690.0,3555.4,84444.0,68569.0,403340.3962,185966.3552,598479.5882,,137836.6776,63644536.39,1.526679093,0.97331986,7.573175245,,207.3079707,0.130429884,57653738589.9614,302173.3849314459,,
464,2006,460000,海南省,1044.91,344.48,287.86,420.51,32.7,27.4,39.9,12654,284621.0,137562.0,147059.0,423.8914,397.0009,26.8905,836.0,450.604,385.396,386.0,224.1,17577.0,8346.0,120977.8275,51609.66737,185750.5255,,21726.11256,-132467324.2,2.623787653,1.542014747,8.093489071,,-2727.37376,0.117795784,15708298408.014597,469703.8476188764,,
465,2007,120000,天津市,5252.76,110.19,2892.53,2047.68,2.2,57.3,40.5,46122,7144973.0,3807405.0,3337568.0,2353.1494,2192.1691,160.9803,1115.0,264.1435,850.8565,1498.0,694.228,11531.0,11521.0,313086.0698,153671.2922,415600.3412,,223787.5514,11131970.33,20.01293666,13.51819062,23.13865848,,612.3172228,3.576018358,47669615132.27212,4193396.90667859,,
466,2007,500000,重庆市,4676.13,482.39,1892.1,1748.02,11.7,45.9,42.4,14660,743794.0,450721.0,293074.0,3127.7376,2937.0695,190.6681,2816.0,1454.7456,1361.2544,918.0,1290.648,104705.0,49958.0,174824.1475,95142.14013,287269.5686,,40568.75531,25802775.67,1.8303399,1.151020388,8.817591817,,232.4762879,0.10618275,28392995941.85869,343574.68671441486,,
467,2007,310000,上海市,12494.01,101.84,5678.51,6408.5,0.8,46.6,52.6,66367,28285388.0,14384611.0,13900777.0,4420.3747,4045.0984,375.2763,1858.0,209.954,1648.046,3457.0,331.2,11163.0,11163.0,327393.1024,180935.7554,401059.4157,,312693.6356,6206277.435,34.9611825,28.29468666,37.80179609,,570.2847913,8.346681716,57301037881.16755,8963579.907134617,,
468,2007,110000,北京市,9846.81,101.26,2509.4,6742.66,1.1,26.8,72.1,58204,19299976.0,4892639.0,14407337.0,3907.1967,3597.2896,309.9071,1633.0,253.115,1379.885,4213.0,1119.89,20754.0,20535.0,378555.0349,194788.0946,457363.3608,,341554.2938,45531591.64,17.60768624,11.86011122,27.06361156,,1822.514411,3.971607556,60565979280.650826,3687693.219353908,,
469,2007,640000,宁夏回族自治区,919.11,97.89,451.82,339.49,11.0,50.8,38.2,14649,158152.0,108567.0,49584.0,599.7984,527.6947,72.1037,610.0,341.478,268.522,380.0,789.385,20562.0,18934.0,127995.3269,71831.30162,201267.3098,,44545.49806,19169279.6,1.957333393,1.380566375,10.40560798,,252.2646952,0.17029636,21534656545.246323,413917.7427694206,,
470,2007,430000,湖南省,9439.6,1626.52,3916.44,3657.04,17.7,42.6,39.8,14492,968585.0,651540.0,317046.0,4154.7577,3609.5398,545.2179,6355.0,3784.4025,2570.5975,3384.0,2899.125,175415.0,91453.0,361785.4937,179246.2681,612634.5255,,69188.55267,58613002.07,1.506787822,0.842683497,7.803261578,,210.073861,0.072039423,54425418159.27837,256002.80908261548,,
471,2007,330000,浙江省,18753.73,986.02,10148.45,7645.96,5.3,54.0,40.7,37411,17684737.0,12826397.0,4858340.0,8420.4275,5996.9318,2423.4957,5060.0,2165.68,2894.32,3727.0,1319.283,99812.0,92027.0,937949.9463,475302.4823,1402779.118,,338951.3844,-16677285.48,7.608590965,4.699485519,16.61822126,,-116.4192794,0.687336262,145292930080.26047,1437331.8267463846,,
472,2007,460000,海南省,1254.17,361.07,364.26,497.95,29.5,29.8,40.7,14555,351441.0,136446.0,214995.0,502.3744,472.767,29.6074,845.0,446.16,398.84,447.0,388.4,17789.0,9296.0,112899.1406,55914.44729,187154.7176,,17968.40416,-131753796.3,2.448575721,1.670634721,9.52603857,,-2712.682911,0.097422042,16807801975.864967,502580.80493632256,,
473,2007,520000,贵州省,2884.11,446.38,1148.27,1147.25,16.3,41.9,41.8,6915,227030.0,146547.0,80483.0,1488.8043,1289.1302,199.6741,3762.0,2699.6112,1062.3888,1026.0,2011.55,123247.0,55517.0,172540.5484,110066.8147,311851.8824,,26107.52461,30238144.84,0.870963817,0.62265221,7.565667333,,131.3539159,0.03294649,32536768217.056805,184130.64579534772,,
474,2007,410000,河南省,15012.46,2217.66,8282.83,4511.97,14.8,55.2,30.1,16012,1278513.0,837492.0,441021.0,8010.1136,6609.1612,1400.9524,9360.0,6145.776,3214.224,3237.0,4041.7,238676.0,164909.0,1026484.913,413393.0685,1696524.224,,218133.5852,158145240.6,5.130874034,2.489493799,9.70903065,,680.2572764,0.272581117,126452875411.3095,761751.154967863,,
475,2007,320000,江苏省,26018.48,1816.24,14306.4,9618.52,7.1,55.6,37.4,33928,34947179.0,20360978.0,14586201.0,12268.0635,9161.373,3106.6905,7625.0,3568.5,4056.5,5355.0,1618.767,133732.0,117698.0,1443363.012,799854.8531,2116019.549,,639063.4308,115822122.6,11.65179696,7.892518885,15.94232126,,804.6148611,1.289719579,243915834164.30023,2407435.609817063,,
476,2007,150000,内蒙古自治区,6423.18,762.1,3154.56,2174.46,12.5,51.8,35.7,25393,773588.0,294439.0,479149.0,4372.8799,4255.0024,117.8775,2405.0,1198.8925,1206.1075,1560.0,6694.231,138610.0,90823.0,614761.3449,485853.7028,946980.2118,,230280.9616,49992527.25,0.384362044,0.42382891,9.928540398,,26.89791136,0.035993971,152632775944.30228,133158.84112057174,,
477,2007,350000,福建省,9248.53,1002.11,4549.42,3697.6,10.8,49.2,40.0,25908,7444738.0,4993757.0,2450981.0,4287.7524,3829.0172,458.7352,3581.0,1837.053,1743.947,1741.0,1616.3,86926.0,63275.0,473101.8805,258525.3076,744800.3882,,140053.3032,-54821491.14,3.389599065,2.145521677,11.12492123,,-338.0065215,0.250849509,77376939257.43106,642445.3498434131,,
478,2007,540000,西藏自治区,341.43,54.89,98.48,188.82,16.0,28.8,55.2,12109,39346.0,32636.0,6710.0,270.3427,230.8271,39.5156,284.0,203.628,80.372,29.0,550.0,48611.0,19510.0,28206.60952,254454.5774,44407.37647,,10958.05755,-15730939.44,0.019930451,0.210995938,9.34336741,,-9.5653382,0.001935701,80642437796.19972,66870.02510015327,,
479,2007,370000,山东省,25776.91,2509.14,14776.53,8680.24,9.7,56.9,33.4,27807,12247444.0,7511010.0,4736434.0,12537.7014,10153.5618,2384.1396,9367.0,4987.9275,4379.0725,4652.0,3302.154,212237.0,207719.0,1682025.824,698191.6363,2572364.09,,587571.869,169902529.2,8.562437249,4.513812986,12.12354998,,744.2882652,0.747756415,216406637725.9424,1399100.6048313184,,
480,2007,610000,陕西省,5757.29,592.63,2964.56,1908.6,10.8,54.2,34.9,14607,688734.0,467525.0,221209.0,3415.0239,3168.8196,246.2043,3748.0,2225.5624,1522.4376,2525.0,3185.1,121297.0,90829.0,517268.9693,277810.9229,844870.5216,,126542.1443,75597886.85,2.050955149,1.34866077,10.06699946,,257.9456747,0.125432612,83897426914.23396,407333.6638089256,,
481,2007,440000,广东省,31777.01,1695.57,15939.1,13449.73,5.5,51.3,43.3,33151,63418595.0,36931609.0,26486987.0,9294.2635,7368.6867,1925.5768,9449.0,3482.9014,5966.0986,5207.0,2174.821,182005.0,151692.0,1453820.574,843408.7751,2038834.529,,794198.0303,25743110.59,7.315718342,4.783180883,15.79360956,,111.4769933,0.9990915,264016269800.3068,1498271.7814379227,,
482,2007,620000,甘肃省,2702.4,385.97,1279.32,1037.11,14.3,47.3,38.4,10346,552367.0,165866.0,386501.0,1304.157,1177.4632,126.6938,2617.0,1790.2897,826.7103,864.0,2435.245,100612.0,50662.0,234478.8266,188789.6742,402266.9216,,66166.46931,40376856.99,0.433792085,0.442946344,8.16165449,,64.28207146,0.030602196,58654159475.62506,137653.32997241925,,
483,2007,360000,江西省,5800.25,905.77,2840.92,1753.56,16.5,51.7,31.9,12633,944854.0,544459.0,400395.0,3301.9427,2954.8723,347.0704,4368.0,2629.536,1738.464,2638.0,2566.357,130515.0,72374.0,279108.2676,149334.6516,472868.9765,,59782.35313,44038721.06,1.475514269,0.891196455,8.511655796,,200.347014,0.07900943,45387937018.03414,271240.7444896967,,
484,2007,420000,湖北省,9333.4,1378.0,3966.68,3886.0,14.9,43.0,42.1,16206,1486895.0,817294.0,669602.0,4330.3573,3927.3552,403.0021,5699.0,3174.343,2524.657,4057.0,2564.96,183780.0,147152.0,444409.3504,218637.4622,745189.9255,,111871.1807,70127499.47,2.042427287,1.172123115,8.434564373,,277.352349,0.128533575,66139177322.32251,354787.1366862281,,
485,2007,530000,云南省,4772.52,837.35,2051.08,1852.88,17.7,43.3,39.1,10540,879357.0,476828.0,402529.0,2759.0333,2443.7911,315.2422,4514.0,3087.576,1426.424,1540.0,2308.358,200333.0,104771.0,424443.1953,266312.2011,732211.1098,,111204.6838,46680669.48,0.999385573,0.69204924,8.488757299,,94.58650122,0.065459428,82125537126.90866,213484.3210307095,,
486,2007,650000,新疆维吾尔自治区,3523.16,628.72,1647.55,1246.89,17.8,46.8,35.4,16999,1371583.0,1150217.0,221366.0,1850.8415,1659.1894,191.6521,2095.0,1274.8075,820.1925,1567.0,2760.505,145219.0,74534.0,567246.3619,628367.5457,900395.9255,,208392.4574,37686994.62,0.261416383,0.38502078,11.33417048,,14.94623928,0.024009431,198825523022.2343,121839.29624451244,,
487,2007,220000,吉林省,5284.69,783.8,2475.45,2025.44,14.8,46.8,38.3,19383,1029800.0,385706.0,644094.0,3651.364,3340.1891,311.1749,2730.0,1278.732,1451.268,1790.0,3622.4,85445.0,71031.0,509784.6485,201442.4637,742864.2235,,156330.7556,68978189.39,1.929580008,1.054319478,8.348266666,,224.6811632,0.147930164,61674370914.17026,323117.8110514351,,
488,2007,630000,青海省,797.35,83.41,417.78,282.42,10.6,53.3,36.0,14257,61207.0,38591.0,22616.0,482.843,443.6907,39.1523,552.0,330.8136,221.1864,331.0,1652.4,52626.0,30636.0,73639.86382,172951.4292,122609.4118,,20959.79546,11432768.23,0.085650873,0.247732408,9.106788804,,11.44324342,0.006094577,55943684200.43978,80135.80869349863,,
489,2007,510000,四川省,10562.39,2032.0,4641.3,3832.0,19.3,44.2,36.5,12893,1437812.0,860596.0,577216.0,5639.7996,5043.4159,596.3837,8127.0,5233.788,2893.212,2901.0,2999.413,189395.0,115674.0,462799.8554,297239.1325,791819.6275,,86885.19409,74303382.51,0.816193402,0.60949811,8.322107991,,112.7685427,0.038307397,90522607209.11372,185681.48896267213,,
490,2007,230000,黑龙江省,7104.0,915.38,3695.58,2454.04,13.0,52.3,34.7,18478,1729659.0,1225712.0,503947.0,2833.4993,2591.6921,241.8072,3824.0,1762.864,2061.136,2151.0,5755.2,140909.0,93850.0,903948.3399,375330.6103,1340925.078,,239953.9578,126304048.7,1.338845014,0.829290162,8.233838202,,161.0581438,0.088848659,117344015562.93484,259455.3678592053,,
491,2007,140000,山西省,6024.45,269.68,3438.58,2025.09,4.7,60.0,35.3,16945,1157948.0,653249.0,504699.0,2861.4572,2600.2159,261.2413,3393.0,1899.0621,1493.9379,2105.0,3114.512,119869.0,107102.0,691669.1513,356093.831,1129445.443,,169436.5153,124319071.1,3.489377613,2.267378056,11.56594945,,539.718852,0.213694781,111629861982.57494,711157.9206055767,,
492,2007,340000,安徽省,7360.92,1200.18,3289.12,2874.88,16.3,44.7,39.0,12045,1593229.0,881373.0,711855.0,5087.53,4444.5832,642.9468,6118.0,3750.334,2367.666,2054.0,2386.964,148372.0,128241.0,536669.6934,256292.09,918501.1529,,130339.576,81907401.43,3.242885386,1.823136404,8.365699822,,425.9192043,0.196895021,75682147802.38823,538691.6317314653,,
493,2007,130000,河北省,13607.32,1804.72,7241.8,4662.98,13.2,52.8,34.0,19877,2552341.0,1700041.0,852301.0,6884.6817,5690.3132,1194.3685,6943.0,4148.0,2795.0,2454.0,4837.83,147265.0,133123.0,1216216.796,476887.8506,1959822.22,,298257.261,145442464.9,4.966425722,2.541367394,12.02227778,,511.0985513,0.304479614,147469865806.94125,785938.8421587562,,
494,2007,450000,广西壮族自治区,5823.41,1241.35,2425.29,2289.0,20.8,40.7,38.4,12555,925900.0,510916.0,414984.0,2939.6701,2596.7374,342.9327,4768.0,3040.0768,1727.9232,1606.0,2734.171,94202.0,62861.0,367039.9011,181016.06,625785.7216,,63624.309,13244365.71,1.407196307,0.763110088,8.262208807,,43.69687003,0.060981838,55742565880.46353,235164.3950643211,,
495,2007,210000,辽宁省,11164.3,1133.4,5853.1,4036.99,10.3,53.1,36.6,25729,5947434.0,3532409.0,2415026.0,7435.2262,6576.0474,859.1788,4298.0,1753.584,2544.416,3765.0,4200.806,98101.0,76512.0,862519.4553,324675.6618,1340477.361,,335620.2885,16877089.65,4.371354278,2.250194281,9.610051998,,73.60736183,0.425230957,100659808063.88348,697789.6924707219,,
496,2008,110000,北京市,11115.0,112.81,2693.15,7682.07,1.1,25.7,73.2,63029,27169290.0,5749961.0,21419329.0,3814.7291,3520.947,293.7821,1695.0,255.945,1439.055,3986.0,1166.549,20340.0,20135.0,385708.6808,204058.082,447560.898,,333707.9937,46562221.97,17.94042294,12.42453525,26.47662672,,1863.767935,3.880370452,62953190640.75725,3833043.847716348,,
497,2008,120000,天津市,6719.01,122.58,3821.07,2410.73,1.9,60.1,37.9,55473,8040084.0,4210299.0,3829785.0,3389.7939,3175.1374,214.6565,1176.0,267.7752,908.2248,1501.0,764.296,12060.0,12060.0,333599.27,162922.6149,420235.0275,,212683.8512,11819558.89,21.32417155,14.33201305,23.35226664,,650.1382287,3.398586523,50316346828.53318,4426224.389701324,,
498,2008,130000,河北省,16011.97,2034.6,8777.42,5376.59,12.6,54.2,33.2,23239,3842053.0,2400412.0,1441641.0,8866.5605,7463.7742,1402.7863,6989.0,4060.5044,2928.3156,2818.0,4853.452,149503.0,137459.0,1320708.107,503962.8341,1906120.541,,276050.4617,144869689.3,5.39311637,2.6856518,11.58974773,,509.0857637,0.281809528,155050512959.84048,826339.8082379105,,
499,2008,140000,山西省,7315.4,302.48,4265.77,2370.48,4.4,61.5,34.2,20398,1439506.0,925312.0,514194.0,3531.1563,3194.5681,336.5882,3411.0,1872.0838,1538.5262,2092.0,3323.752,124773.0,114215.0,784387.1031,375933.3785,1132855.729,,183822.6583,124702685.7,3.957127179,2.393703622,11.03832341,,541.3842766,0.231838708,117183248969.04692,746489.2052140245,,
500,2008,150000,内蒙古自治区,8496.2,906.98,4271.03,2583.79,11.7,55.0,33.3,32214,891848.0,359185.0,532663.0,5475.4076,5327.0411,148.3665,2414.0,1165.5902,1248.1398,1539.0,6840.34,147288.0,109646.0,673734.7172,515345.9531,952594.949,,225237.9069,49701726.65,0.421233468,0.449556136,10.33377997,,26.7414494,0.035205718,160949832783.08752,140414.5058915833,,
501,2008,210000,辽宁省,13668.58,1302.0,7512.11,4647.46,9.7,55.8,34.5,31259,7243385.0,4206950.0,3036435.0,10019.0695,8881.9463,1137.1232,4315.0,1723.7227,2590.9774,4128.0,4194.679,101144.0,80421.0,882137.8405,343117.7109,1220746.09,,340022.5956,15619310.27,4.470782658,2.378008584,9.820836619,,68.12171097,0.430808681,105832086579.70436,733639.6585907206,,
502,2008,220000,吉林省,6426.1,916.7,3064.63,2442.73,14.3,47.7,38.0,23514,1333212.0,477163.0,856050.0,5038.9232,4592.708,446.2152,2734.0,1279.2386,1454.7614,1793.0,3828.564,87099.0,74531.0,526454.5066,213260.8254,776825.8863,,152670.8597,69912942.6,1.992676895,1.116175001,8.561523277,,227.7259145,0.144466936,64980017147.43304,340420.3501171689,,
503,2008,230000,黑龙江省,8314.37,1089.1,4365.9,2855.0,13.1,52.5,34.4,21727,2313059.0,1680624.0,632435.0,3655.965,3354.8229,301.1421,3825.0,1706.1239,2119.2661,1980.0,5755.2,150845.0,104102.0,1100614.568,396436.4859,1588873.737,,252633.6614,127743643.5,1.630128916,0.875923436,7.911322317,,162.8938607,0.093543621,123281084467.53326,272556.7057361972,,
504,2008,310000,上海市,14069.86,111.8,6235.92,7350.43,0.8,45.5,53.7,73124,32205531.0,16914514.0,15291017.0,4823.1478,4404.9457,418.2021,1888.0,215.2844,1673.1756,3707.0,316.1,11497.0,11497.0,353893.4741,189754.5519,395238.2353,,282436.7835,6679961.984,37.79106599,29.67376778,37.63875652,,613.810898,7.539040352,59659085075.98119,9332448.347167768,,
505,2008,320000,江苏省,30981.98,2100.0,16663.81,11548.8,6.9,55.0,38.1,39622,39227193.0,23802941.0,15424252.0,15300.5502,11609.7148,3690.8354,7677.0,3508.5261,4168.7739,4621.0,1656.982,140930.0,129326.0,1635417.159,859989.0517,2107975.055,,625495.0924,118994485.2,13.20218719,8.485889414,16.75849819,,826.6532252,1.262336771,262612445311.84863,2591970.113752514,,
506,2008,330000,浙江省,21462.69,1095.43,11580.33,8811.17,5.1,53.9,41.0,42214,21113373.0,15429623.0,5683750.0,9323.002,6551.1014,2771.9006,5120.0,2170.88,2949.12,4148.0,1319.327,103652.0,97349.0,1038395.98,506235.764,1443494.082,,336723.9465,-17109382.47,8.423402875,5.005333932,16.66009741,,-119.4356228,0.682819394,154452796758.8993,1527871.5908379413,,
507,2008,340000,安徽省,8851.66,1418.08,4137.35,3318.74,16.0,46.6,37.4,14485,2018385.0,1136411.0,881974.0,6746.9586,5948.6101,798.3485,6135.0,3650.325,2484.675,2063.0,2871.02,148827.0,134669.0,626649.6535,277206.8525,907883.6941,,126455.8958,80591987.71,3.786599147,1.97191378,8.817103808,,419.0790415,0.191028213,81925729679.22482,583103.2481667813,,
508,2008,350000,福建省,10823.01,1157.75,5415.77,4249.59,10.7,50.0,39.3,30123,8482107.0,5699184.0,2782922.0,5207.6821,4601.4982,606.1839,3604.0,1805.604,1798.396,1774.0,1618.421,88607.0,66461.0,544371.5965,276872.838,770592.9059,,163819.6611,-54027230.69,3.900220081,2.297789262,12.77379661,,-333.1094418,0.293417439,82898996788.76637,688288.1814295952,,
509,2008,360000,江西省,6971.05,1060.38,3414.88,2005.07,16.4,52.7,30.9,14781,1361793.0,772666.0,589128.0,4745.4333,4325.3781,420.0552,4400.0,2580.16,1819.84,2309.0,2650.493,133815.0,77343.0,283579.2636,158212.2019,427748.1647,,57499.6984,44010167.14,1.499150324,0.944175729,9.989470903,,200.2171126,0.075992633,47847755897.21236,285939.0451750428,,
510,2008,370000,山东省,30933.28,3002.65,17702.17,10367.23,9.7,57.0,33.4,33083,15840751.0,9319478.0,6521273.0,15435.9284,12528.9581,2906.9703,9417.0,4934.6285,4482.6015,4369.0,3633.298,220688.0,217101.0,1707858.965,733210.1317,2389104.408,,489754.6902,169545909.8,8.693942159,4.740207762,11.568068,,742.7260304,0.6232722,225607067775.13663,1458582.73246752,,
511,2008,410000,河南省,18018.53,2658.8,10477.92,5271.06,14.4,56.9,28.6,19593,1747934.0,1071890.0,676044.0,10490.6446,8721.1879,1769.4567,9429.0,6031.7313,3397.2687,3703.0,4041.936,240645.0,170223.0,1157596.522,440220.0546,1661483.847,,263489.4558,155378843.2,5.786234034,2.651048553,10.09032891,,668.3576962,0.329258102,134307917413.72652,809055.2467245726,,
512,2008,420000,湖北省,11328.89,1780.0,4963.61,4586.77,15.7,43.8,40.5,19860,2070567.0,1170891.0,899676.0,5647.0131,5148.7584,498.2547,5711.0,3129.628,2581.372,3965.0,2710.966,188366.0,153665.0,487557.0986,230614.4505,727372.4118,,91027.91986,69757641.07,2.240726756,1.23633217,8.417448383,,275.8895691,0.104585863,69337144412.93745,371921.8834758965,,
513,2008,430000,湖南省,11555.0,2007.4,4933.08,4216.16,18.0,44.2,37.8,17521,1254719.0,841288.0,413431.0,5534.0361,4879.9577,654.0784,6380.0,3690.83,2689.17,3519.0,2894.778,184568.0,118717.0,362951.7136,188412.6971,567358.3294,,59632.1654,58071593.12,1.511644971,0.885777272,8.710562104,,208.1334064,0.062089271,56798699827.173454,267162.3299709454,,
514,2008,440000,广东省,36796.71,1970.23,18402.64,15323.59,5.5,51.6,42.9,37589,68496880.0,40566447.0,27930433.0,10868.6726,8640.8744,2227.7982,9544.0,3495.9672,6048.0328,5667.0,2164.755,183155.0,154878.0,1567044.706,887190.3221,2041321.208,,833534.751,26908160.55,7.885469433,5.031476923,17.44388638,,116.5220816,1.048576618,275971972576.85834,1566119.464123974,,
515,2008,450000,广西壮族自治区,7021.0,1453.9,3037.74,2679.94,20.3,42.4,37.4,14966,1323617.0,734744.0,588872.0,3756.4125,3325.9456,430.4669,4816.0,2978.2144,1837.7856,1308.0,2731.36,99273.0,73052.0,414202.3215,193493.3377,651685.0784,,76812.22166,12335376.17,1.588012571,0.815710594,9.475074601,,40.69785909,0.073622025,59473235725.16042,250901.07128939225,,
516,2008,460000,海南省,1503.06,437.61,434.4,587.22,30.0,29.8,40.2,17175,452852.0,158720.0,294132.0,705.4233,668.0173,37.406,854.0,444.08,409.92,407.0,387.292,18563.0,11264.0,143026.5662,59598.02942,215713.5137,,20143.58305,-130911335.6,3.10198444,1.780694295,9.21328267,,-2695.337464,0.109215542,17863034552.38752,534102.0460594656,,
517,2008,500000,重庆市,5793.66,575.4,2433.27,2087.99,11.3,47.7,41.0,18025,952139.0,572205.0,379934.0,3979.5921,3715.8987,263.6934,2839.0,1419.7839,1419.2161,1019.0,1290.519,108632.0,58978.0,175828.5664,99841.25764,267668.9686,,37641.67479,25657197.32,1.840855769,1.207869857,8.967403234,,231.1646649,0.098521547,29557096385.597797,357661.0989437118,,
518,2008,510000,四川省,12601.23,2366.15,5790.1,4350.0,18.9,46.3,34.8,15378,2211365.0,1313248.0,898116.0,7127.813,6362.0844,765.7286,8138.0,5094.388,3043.612,3038.0,3006.104,224482.0,140764.0,464492.7713,311800.7067,712845.9137,,78613.21872,73248481.76,0.819179027,0.639357072,9.057277396,,111.167544,0.03466031,94197673715.29317,193219.05430173312,,
519,2008,520000,贵州省,3561.56,547.85,1408.71,1376.84,16.4,42.3,41.3,8824,336621.0,190078.0,146543.0,1864.4524,1609.3428,255.1096,3793.0,2688.6663,1104.0637,1108.0,1962.248,125365.0,64044.0,174887.9695,115636.2082,282358.9804,,23153.26069,30687903.08,0.882813314,0.654158483,7.964792388,,133.307657,0.029218346,33920160576.827396,191957.306281372,,
520,2008,530000,云南省,5692.12,1020.94,2451.09,2228.07,17.9,43.0,39.1,12587,959692.0,498441.0,461250.0,3435.9252,3106.3328,329.5924,4543.0,3043.81,1499.19,1334.0,2308.762,203753.0,124526.0,459757.7487,281987.8521,690577.102,,105931.7259,48739924.43,1.082536523,0.732784596,9.051087919,,98.7590575,0.062355558,86493666172.91484,224835.71187427628,,
521,2008,540000,西藏自治区,394.85,60.51,115.76,219.64,15.3,29.2,55.5,13861,76583.0,70757.0,5826.0,309.9149,271.2546,38.6603,287.0,222.1093,64.8907,41.0,2517.1,51314.0,22728.0,27986.90763,264188.5307,40694.29412,,8830.537609,-15152595.41,0.019775212,0.219067416,9.434209019,,-9.213670949,0.001559882,82896454638.47908,68739.09264000498,,
522,2008,610000,陕西省,7314.58,753.72,3842.08,2255.52,11.0,56.1,32.9,18246,832883.0,538082.0,294801.0,4614.4216,4286.423,327.9986,3762.0,2178.198,1583.802,2802.0,1195.3,131038.0,107618.0,606663.0,299422.4224,881875.0431,,154756.7185,73747891.47,2.405399662,1.453575945,10.47590022,,251.6333514,0.153399799,90473653780.4298,439262.1589007311,,
523,2008,620000,甘肃省,3166.82,463.0,1471.43,1241.68,14.6,46.3,39.1,12110,609543.0,160135.0,449408.0,1712.7757,1510.7526,202.0231,2628.0,1783.1794,844.9406,999.0,2435.399,105638.0,58381.0,273198.5959,199965.1809,410115.7176,,75148.71319,40307302.03,0.505424691,0.469166792,9.062214763,,64.17133632,0.034756511,61763537906.04554,144950.27781089657,,
524,2008,630000,青海省,1018.62,105.58,529.4,326.55,11.0,55.1,34.0,17389,68882.0,41910.0,26972.0,583.2406,514.0482,69.1924,554.0,327.3,227.0,347.0,1676.4,56642.0,32649.0,78207.9611,180812.6265,117884.2039,,24198.96969,12263745.25,0.090964049,0.258992641,9.949469668,,12.27498181,0.007036447,57936301100.799,82989.98818737523,,
525,2008,640000,宁夏回族自治区,1203.92,120.0,581.24,397.27,10.9,52.9,36.2,17892,187940.0,125837.0,62104.0,828.8537,735.7094,93.1443,618.0,340.0,278.0,390.0,811.385,21008.0,19403.0,142329.9884,77190.16191,205289.0588,,44584.22499,19061806.42,2.176542268,1.483561339,10.96042488,,250.8503651,0.170444412,23082492158.19265,443668.6989429145,,
526,2008,650000,新疆维吾尔自治区,4183.21,691.1,2086.74,1425.57,16.4,49.6,33.9,19893,2221736.0,1929910.0,291826.0,2259.9746,2025.6393,234.3353,2131.0,1286.1509,844.6491,1699.0,2760.505,146652.0,81319.0,579243.6075,660205.4506,860337.8314,,198347.905,36140061.73,0.266945332,0.404528877,10.60495657,,14.33274305,0.022852173,207130836849.75452,126925.4847125242,,
